Date;Internal_Number;ISIN;SEDOL;RIC;Instrument_Name;Country;Segment;Size
6/18/2012;IN02KR;INE084A01016;6099789;BOI.NS;Bank of India;IN;Emerging;STANDARD
6/18/2012;TW04D6;TW0002542008;6154075;2542.TW;Highwealth Const;TW;Emerging;STANDARD
6/18/2012;416441;TRAAEFES91A9;B03MNV4;AEFES.IS;ANADOLU EFES;TR;Emerging;STANDARD
6/18/2012;CN1I7P;CNE1000007Z2;B297KM7;0390.HK;CHINA RAILWAY GROUP H;CN;Emerging;STANDARD
6/18/2012;414305;PLBRE0000012;4143053;BREP.WA;BRE BANK;PL;Emerging;STANDARD
6/18/2012;KR06EV;KR7078930005;B01RJV3;078930.KS;GS Holdings;KR;Emerging;STANDARD
6/18/2012;400627;TRATCELL91M1;B03MYN3;TCELL.IS;TURKCELL ILETISIM HIZM.;TR;Emerging;STANDARD
6/18/2012;MY104P;MYL4677OO000;6436126;YTLS.KL;YTL;MY;Emerging;STANDARD
6/18/2012;457746;HU0000073507;4577469;MTEL.BU;MAGYAR TELEKOM;HU;Emerging;STANDARD
6/18/2012;KR03HV;KR7009830001;6407768;009830.KS;HANWHA CHEMICAL;KR;Emerging;STANDARD
6/18/2012;BR045B;BRMRVEACNOR2;B235JN1;MRVE3.SA;MRV ENGENHARIA;BR;Emerging;STANDARD
6/18/2012;IN05Y8;INE455F01025;B01GVY7;JAIA.NS;Jaiprak Asso;IN;Emerging;STANDARD
6/18/2012;650882;HK0992009065;6218089;0992.HK;Lenovo Group Ltd.;CN;Emerging;STANDARD
6/18/2012;ZA006F;ZAE000083648;B1FFT76;IMPJ.J;Impala Platinum Holdings Ltd;ZA;Emerging;STANDARD
6/18/2012;ZA00HQ;ZAE000026480;6290689;REMJ.J;Remgro Ltd;ZA;Emerging;STANDARD
6/18/2012;EV011;RU0008943394;B58ZLT7;RTKM.MM;ROSTELECOM;RU;Emerging;STANDARD
6/18/2012;TW00F4;TW0003045001;6290496;3045.TW;Taiwan Mobile Co Ltd;TW;Emerging;STANDARD
6/18/2012;ZA00R0;ZAE000028296;6113485;TRUJ.J;Truworths International Ltd;ZA;Emerging;STANDARD
6/18/2012;IN099N;INE275A01028;6241858;SATY.NS;Satyam Computer;IN;Emerging;STANDARD
6/18/2012;TW00TI;TW0004904008;6421854;4904.TW;Far EasTone Telecommunications;TW;Emerging;STANDARD
6/18/2012;KR00FQ;KR7034220004;B01VZN9;034220.KS;LG Display Co Ltd;KR;Emerging;STANDARD
6/18/2012;KR06L2;KR7086790003;B0RNRF5;086790.KS;Hana Financial G;KR;Emerging;STANDARD
6/18/2012;KR18G0;KR7005931001;6773812;005935.KS;SAMSUNG ELTN.PF.;KR;Emerging;STANDARD
6/18/2012;ID00B6;ID1000096605;6727121;BBNI.JK;BNI Tbk PT;ID;Emerging;STANDARD
6/18/2012;610989;CNE1000004Q8;6109893;1171.HK;YANZHOU COAL MINING H;CN;Emerging;STANDARD
6/18/2012;KR029M;KR7003490000;6496766;003490.KS;Korean Air;KR;Emerging;STANDARD
6/18/2012;KR039N;KR7006800007;6249658;006800.KS;DAEWOO SEC;KR;Emerging;STANDARD
6/18/2012;HK01IK;HK1208013172;6728793;1208.HK;MINMETALS RESOURCES;CN;Emerging;STANDARD
6/18/2012;IN090E;INE330H01018;B0WNLY7;RLCM.NS;Reliance Commun;IN;Emerging;STANDARD
6/18/2012;KR00IT;KR7053000006;6534268;053000.KS;Woori Finance Holdings Co Ltd;KR;Emerging;STANDARD
6/18/2012;MX007Q;MXP554091415;2448200;PENOLES.MX;Industrias Penoles SAB de CV;MX;Emerging;STANDARD
6/18/2012;KR03T7;KR7011780004;6499323;011780.KS;Kumho;KR;Emerging;STANDARD
6/18/2012;TW02RI;TW0002325008;6808877;2325.TW;Siliconware;TW;Emerging;STANDARD
6/18/2012;PH048I;PHY0486V1154;B09JBT3;AC.PS;Ayala Corp;PH;Emerging;STANDARD
6/18/2012;TW05HB;TW0002892007;6580119;2892.TW;First FHC;TW;Emerging;STANDARD
6/18/2012;IN032A;INE059A01026;B011108;CIPL.NS;Cipla Ltd;IN;Emerging;STANDARD
6/18/2012;MY101M;MYL5819OO007;6436892;HLBB.KL;HONG LEONG BANK;MY;Emerging;STANDARD
6/18/2012;451944;CZ0008019106;4519449;BKOMsp.PR;KOMERCNI BANKA;CZ;Emerging;STANDARD
6/18/2012;CO00AA;COE16PA00016;B1QY745;ISG.CN;Isagen SA ESP;CO;Emerging;STANDARD
6/18/2012;TW01C2;TW0001434009;6348588;1434.TW;Formosa Taffeta;TW;Emerging;STANDARD
6/18/2012;KR03Q4;KR7011170008;6440020;011170.KS;Honam Petrochem;KR;Emerging;STANDARD
6/18/2012;MX00CV;MXP461181085;2393452;GCARSOA1.MX;Grupo Carso SAB de CV;MX;Emerging;STANDARD
6/18/2012;486995;TRASISEW91Q3;B03MXR0;SISE.IS;SISE CAM;TR;Emerging;STANDARD
6/18/2012;IN00PU;INE733E01010;B037HF1;NTPC.NS;NTPC Ltd;IN;Emerging;STANDARD
6/18/2012;CO0044;COE15PA00026;2205706;ISA.CN;Interconexion Electrica SA;CO;Emerging;STANDARD
6/18/2012;ZA102C;ZAE000063863;B06KZ97;WHLJ.J;WOOLWORTHS HDG.;ZA;Emerging;STANDARD
6/18/2012;MX008R;MXP370711014;2421041;GFNORTEO.MX;Grupo Financiero Banorte SAB d;MX;Emerging;STANDARD
6/18/2012;TW003S;TW0002412004;6287841;2412.TW;Chunghwa Telecom Co Ltd;TW;Emerging;STANDARD
6/18/2012;PH044E;PHY0488F1004;6055112;ALI.PS;Ayala Land Inc;PH;Emerging;STANDARD
6/18/2012;B1TLR6;HK0606037437;B1TLR65;0606.HK;China Agri-Industries Holdings;CN;Emerging;STANDARD
6/18/2012;634007;BMG5320C1082;6340078;0135.HK;Kunlun Energy Co. Ltd.;CN;Emerging;STANDARD
6/18/2012;MY21TG;MYL3395OO000;B0W1VM9;BGRO.KL;BERJAYA;MY;Emerging;STANDARD
6/18/2012;IN09FT;INE205A01025;6136040;SESA.NS;Sesa Goa Ltd;IN;Emerging;STANDARD
6/18/2012;ID00FA;ID1000068604;6366999;GGRM.JK;Gudang Garam Tbk PT;ID;Emerging;STANDARD
6/18/2012;B04M10;PLTVN0000017;B1LGB11;TVNN.WA;TVN;PL;Emerging;STANDARD
6/18/2012;672529;CNE100000502;6725299;2899.HK;ZIJIN MINING GROUP H;CN;Emerging;STANDARD
6/18/2012;EV059;RU0009091573;B59NHY7;TRNF_p.MM;TRANSNEFT PFD.;RU;Emerging;STANDARD
6/18/2012;IN0AVA;INE694A01020;B17MRV5;UNTE.NS;Unitech;IN;Emerging;STANDARD
6/18/2012;KR00Y9;KR7000100008;6988337;000100.KS;Yuhan;KR;Emerging;STANDARD
6/18/2012;671156;HK0836012952;6711566;0836.HK;China Resources Power Holdings;CN;Emerging;STANDARD
6/18/2012;KR18H1;KR7005382007;6148272;005387.KS;HYUNDAI MOTOR PF.2;KR;Emerging;STANDARD
6/18/2012;436161;TRAGARAN91N1;B03MYP5;GARAN.IS;TURKIYE GARANTI BANKASI;TR;Emerging;STANDARD
6/18/2012;TW00AZ;TW0002881000;6411673;2881.TW;Fubon Financial Holding Co Ltd;TW;Emerging;STANDARD
6/18/2012;PH04EO;PHY9297P1004;6919519;URC.PS;Universal Robina Corp;PH;Emerging;STANDARD
6/18/2012;BR02LP;BRCSMGACNOR5;B0YBZJ2;CSMG3.SA;CIA DE SANEAMENTO MG;BR;Emerging;STANDARD
6/18/2012;MX01QA;MX01GA000004;B0ZV104;GAPB.MX;GRUPO AERO. PACIFICO;MX;Emerging;STANDARD
6/18/2012;CL00FC;CLP371151059;2297628;ENT.SN;ENTEL Chile SA;CL;Emerging;STANDARD
6/18/2012;TW04OH;TW0002610003;6189657;2610.TW;CAL;TW;Emerging;STANDARD
6/18/2012;KR03O2;KR7011070000;B39Z8G8;011070.KS;LG Innotek;KR;Emerging;STANDARD
6/18/2012;MY00L5;MYL5398OO002;6359881;GAMU.KL;Gamuda Bhd;MY;Emerging;STANDARD
6/18/2012;609967;CNE1000006Z4;6099671;0902.HK;HUANENG POWER INTERNATIONAL H;CN;Emerging;STANDARD
6/18/2012;CN0OUH;CNE1000002F5;B1JKTQ6;1800.HK;China Communictn;CN;Emerging;STANDARD
6/18/2012;526856;TRASAHOL91Q5;B03N0C7;SAHOL.IS;HACI OMER SABANCI HLDG;TR;Emerging;STANDARD
6/18/2012;TW08VS;TW0009945006;6748423;9945.TW;Ruentex C D;TW;Emerging;STANDARD
6/18/2012;RU00YJ;US50218G2066;B288CR0;LSRGq.L;LSR Group;RU;Emerging;STANDARD
6/18/2012;TW07OK;TW0006005002;6156673;6005.TW;Capital Sec;TW;Emerging;STANDARD
6/18/2012;547311;PLPEKAO00016;5473113;BAPE.WA;PEKAO;PL;Emerging;STANDARD
6/18/2012;KR05N3;KR7047040001;6344122;047040.KS;Daewoo Eng&Const;KR;Emerging;STANDARD
6/18/2012;BR0417;BRMMXMACNOR2;B18XCG7;MMXM3.SA;MMX MINERACAO;BR;Emerging;STANDARD
6/18/2012;KR032G;KR7006260004;6375780;006260.KS;Ls;KR;Emerging;STANDARD
6/18/2012;KR012E;KR7000210005;6249584;000210.KS;Daelim Ind;KR;Emerging;STANDARD
6/18/2012;MX201M;MXP369181377;2306814;LIVEPOLC1.MX;EL PUERTO DE LIVERPOOL;MX;Emerging;STANDARD
6/18/2012;678204;CNE1000002S8;6782045;1138.HK;COSCO SHIP.EN.TRSP.'H';CN;Emerging;STANDARD
6/18/2012;527256;CZ0009093209;5272569;SPTTsp.PR;TELEFONICA O2 CZ;CZ;Emerging;STANDARD
6/18/2012;TW00PE;TW0002311008;6056074;2311.TW;Advanced Semiconductor Enginee;TW;Emerging;STANDARD
6/18/2012;BR0046;BRBBASACNOR3;2328595;BBAS3.SA;Banco do Brasil SA;BR;Emerging;STANDARD
6/18/2012;50058A;RU0009029524;B5BHR47;SNGS_p.MM;SURGUTNEFTEGAS PREF.;RU;Emerging;STANDARD
6/18/2012;TW00D2;TW0002409000;6288190;2409.TW;AU Optronics Corp;TW;Emerging;STANDARD
6/18/2012;MX00H0;MXP4833F1044;2380539;GMODELOC.MX;Grupo Modelo SAB de CV;MX;Emerging;STANDARD
6/18/2012;ZA00MV;ZAE000015228;6410562;HARJ.J;Harmony Gold Mining Co Ltd;ZA;Emerging;STANDARD
6/18/2012;BR00LN;BRRDCDACNOR3;B1Z8B68;RDCD3.SA;Redecard SA;BR;Emerging;STANDARD
6/18/2012;KR00AL;KR7055550008;6397502;055550.KS;Shinhan Financial Group Co Ltd;KR;Emerging;STANDARD
6/18/2012;ZA103D;ZAE000067211;B095WZ4;IPLJ.J;IMPERIAL;ZA;Emerging;STANDARD
6/18/2012;ID0050;ID1000118201;6709099;BBRI.JK;Bank Rakyat Indonesia;ID;Emerging;STANDARD
6/18/2012;ZA00CL;ZAE000004875;6628008;NEDJ.J;Nedbank Group Ltd;ZA;Emerging;STANDARD
6/18/2012;BR02Y2;BREMBRACNOR4;B16FPG6;EMBR3.SA;Embraer;BR;Emerging;STANDARD
6/18/2012;ID0072;ID1000109507;B01C1P6;BBCA.JK;Bank Central Asia Tbk PT;ID;Emerging;STANDARD
6/18/2012;CN0065;CNE1000003W8;6226576;0857.HK;PetroChina Co Ltd;CN;Emerging;STANDARD
6/18/2012;KR00KV;KR7009150004;6771689;009150.KS;Samsung Electro-Mechanics Co L;KR;Emerging;STANDARD
6/18/2012;TW00OD;TW0002885001;6424110;2885.TW;Yuanta Financial Holding Co Lt;TW;Emerging;STANDARD
6/18/2012;KR03WA;KR7012450003;6772671;012450.KS;Samsung Techwin;KR;Emerging;STANDARD
6/18/2012;KR101D;KR7088350004;B62B9W7;088350.KS;Korea Life;KR;Emerging;STANDARD
6/18/2012;KR05BR;KR7036570000;6264189;036570.KS;NCsoft;KR;Emerging;STANDARD
6/18/2012;BR00HJ;BRCPFEACNOR0;B031NN3;CPFE3.SA;CPFL Energia SA;BR;Emerging;STANDARD
6/18/2012;KR003E;KR7005490008;6693233;005490.KS;POSCO;KR;Emerging;STANDARD
6/18/2012;CN0Q6V;CNE1000004X4;B1L3XL6;3898.HK;ZHUZHOU CRRC TIMES ELECTRIC 'H';CN;Emerging;STANDARD
6/18/2012;KR06XE;KR7097950000;B2492F5;097950.KS;CJ CheilJedang;KR;Emerging;STANDARD
6/18/2012;IN00AF;INE018A01030;B0166K8;LART.NS;Larsen & Toubro Ltd;IN;Emerging;STANDARD
6/18/2012;CN0021;CNE1000003G1;B1G1QD8;1398.HK;ICBC;CN;Emerging;STANDARD
6/18/2012;BR10UX;BROIBRACNPR8;B7XL5Q9;OIBR4.SA;OI SA;BR;Emerging;STANDARD
6/18/2012;ZA00S1;ZAE000152617;B3V5GG2;MSMJ.J;MASSMART;ZA;Emerging;STANDARD
6/18/2012;KR03KY;KR7010140002;6772217;010140.KS;Samsung Heavy In;KR;Emerging;STANDARD
6/18/2012;TW0852;TW0006286008;6694559;6286.TW;Richtek;TW;Emerging;STANDARD
6/18/2012;401112;TRAAKBNK91N6;B03MN70;AKBNK.IS;AKBANK;TR;Emerging;STANDARD
6/18/2012;626404;HK0000055878;6264048;0966.HK;China Taiping Insurance Holdin;CN;Emerging;STANDARD
6/18/2012;CN1022;CNE100000Q35;B433995;2238.HK;Ggzhou Auto Grp;CN;Emerging;STANDARD
6/18/2012;BR00GI;BRELETACNOR6;2311120;ELET3.SA;Eletrobras SA;BR;Emerging;STANDARD
6/18/2012;TW05C6;TW0002884004;6433912;2884.TW;E.Sun Fhc;TW;Emerging;STANDARD
6/18/2012;KR00OZ;KR7006400006;6771645;006400.KS;Samsung SDI Co Ltd;KR;Emerging;STANDARD
6/18/2012;TW00C1;TW0002308004;6260734;2308.TW;Delta Electronics Inc;TW;Emerging;STANDARD
6/18/2012;EV060;RU000A0JPNM1;B5B2VL7;IRAO.MM;INTER RAO UES;RU;Emerging;STANDARD
6/18/2012;PH202A;PHY5764J1483;B247XZ6;MER.PS;MANILA ELECTRIC;PH;Emerging;STANDARD
6/18/2012;BR0068;BROGXPACNOR3;B19RPM5;OGXP3.SA;OGX Petroleo e Gas Participaco;BR;Emerging;STANDARD
6/18/2012;TW04IB;TW0002603008;6324500;2603.TW;Evergreen Marine;TW;Emerging;STANDARD
6/18/2012;CN1033;CNE100000HD4;B4Q2TX3;0916.HK;China Longyuan;CN;Emerging;STANDARD
6/18/2012;TW07VR;TW0006176001;6520278;6176.TW;Radiant;TW;Emerging;STANDARD
6/18/2012;IN0AR6;INE481G01011;B01GZF6;ULTC.NS;UltraTech Cement;IN;Emerging;STANDARD
6/18/2012;MX00J2;MX01AC100006;2823885;AC.MX;ARCA CONTINENTAL SAB DE CV;MX;Emerging;STANDARD
6/18/2012;KR01HT;KR7001230002;6276117;001230.KS;DONGKUK STEEL;KR;Emerging;STANDARD
6/18/2012;MY244U;MYL2488OO004;6556938;ALFG.KL;ALLIANCE FINANCIAL GP.;MY;Emerging;STANDARD
6/18/2012;TW01LB;TW0001605004;6936574;1605.TW;Walsin Lihwa;TW;Emerging;STANDARD
6/18/2012;TW00NC;TW0001216000;6700393;1216.TW;Uni-President Enterprises Corp;TW;Emerging;STANDARD
6/18/2012;KR18I2;KR7011210002;B3LF565;011210.KS;HYUNDAI WIA;KR;Emerging;STANDARD
6/18/2012;TW01UK;TW0001722007;6109439;1722.TW;Twn Fertilizer;TW;Emerging;STANDARD
6/18/2012;TW05XR;TW0003037008;6137720;3037.TW;Unimicron Tech.;TW;Emerging;STANDARD
6/18/2012;CN0Q7W;CNE1000002D0;B1DN3X6;3983.HK;China Blue Chem;CN;Emerging;STANDARD
6/18/2012;MY009T;MYL6012OO008;B5387L5;MXSC.KL;Maxis Bhd;MY;Emerging;STANDARD
6/18/2012;TW0683;TW0003189007;6687872;3189.TW;Kinsus;TW;Emerging;STANDARD
6/18/2012;KR03JX;KR7010130003;6495428;010130.KS;Korea Zinc;KR;Emerging;STANDARD
6/18/2012;TW02B2;TW0002101003;6621427;2101.TW;Nan Kang Tire;TW;Emerging;STANDARD
6/18/2012;B13ZG0;TREAYKB00014;B13ZG00;ASYAB.IS;ASYA KATILIM BANKASI;TR;Emerging;STANDARD
6/18/2012;RU00K5;US48122U2042;B05N809;SSAq.L;Sistema JSFC;RU;Emerging;STANDARD
6/18/2012;KR01MY;KR7001450006;B01LXY6;001450.KS;Hyundai Mar&Fire;KR;Emerging;STANDARD
6/18/2012;EV017;RU000A0JP5V6;B5B1TP4;VTBR.MM;VTB BANK;RU;Emerging;STANDARD
6/18/2012;KR004F;KR7005380001;6451055;005380.KS;Hyundai Motor Co;KR;Emerging;STANDARD
6/18/2012;IN05GQ;INE043D01016;B0C5QR1;IDFC.NS;Infrastructure;IN;Emerging;STANDARD
6/18/2012;KR00HS;KR7096770003;B232R05;096770.KS;SK INNOVATION;KR;Emerging;STANDARD
6/18/2012;IN1017;INE044A01036;6582483;SUN.NS;Sun Pharma;IN;Emerging;STANDARD
6/18/2012;555255;PLTLKPL00017;5552551;TPSA.WA;TELEKOMUNIKACJA POLSKA;PL;Emerging;STANDARD
6/18/2012;CN0P2Q;CNE100000338;6718255;2333.HK;GREAT WALL MOTOR;CN;Emerging;STANDARD
6/18/2012;CN8E2N;KYG215A81084;B3YLTZ7;;CHINA ZHENGTONG AUTO SVS.;CN;Emerging;STANDARD
6/18/2012;KR00CN;KR7066570003;6520739;066570.KS;LG Electronics Inc;KR;Emerging;STANDARD
6/18/2012;TW01OE;TW0001704005;6509255;1704.TW;LCYCIC;TW;Emerging;STANDARD
6/18/2012;622098;HK0119000674;6220987;0119.HK;POLY (HONG KONG) INVS.;CN;Emerging;STANDARD
6/18/2012;IN0AKZ;INE245A01021;B6Z1L73;TTPW.NS;Tata Power;IN;Emerging;STANDARD
6/18/2012;EV012;RU0009029557;5036323;SBER_p.MM;SBERBANK PREF.;RU;Emerging;STANDARD
6/18/2012;KR02N0;KR7004800009;6896838;004800.KS;HYOSUNG;KR;Emerging;STANDARD
6/18/2012;407732;PLBIG0000016;4077323;BIGW.WA;BANK MILLENNIUM;PL;Emerging;STANDARD
6/18/2012;ZA00LU;ZAE000084992;6418801;EXXJ.J;Exxaro Resources Ltd;ZA;Emerging;STANDARD
6/18/2012;TW03H9;TW0002385002;6140579;2385.TW;Chicony;TW;Emerging;STANDARD
6/18/2012;MX01J3;MXP225611567;2406457;CMXCPO.MX;CEMEX CPO;MX;Emerging;STANDARD
6/18/2012;581006;PLPKN0000018;5810066;PKNA.WA;PKNORLEN;PL;Emerging;STANDARD
6/18/2012;KR06K1;KR7086280005;B0V3XR5;086280.KS;HYUNDAI GLOVIS CO LTD;KR;Emerging;STANDARD
6/18/2012;CN8D8S;KYG5635P1090;B56KLY9;;LONGFOR GROUP HOLDINGS;CN;Emerging;STANDARD
6/18/2012;ID00E9;ID1000109309;B0217K9;INCO.JK;INCO;ID;Emerging;STANDARD
6/18/2012;B05755;PLDWORY00019;B057555;DWOR.WA;SYNTHOS;PL;Emerging;STANDARD
6/18/2012;TW06B6;TW0003231007;6672481;3231.TW;Wistron;TW;Emerging;STANDARD
6/18/2012;CN8CAT;KYG3774X1088;B28XTR4;;GCL-POLY ENERGY HOLDINGS;CN;Emerging;STANDARD
6/18/2012;645514;HK0165000859;6455143;0165.HK;China Everbright Ltd.;CN;Emerging;STANDARD
6/18/2012;CN0OD0;CNE1000002G3;B1HVJ16;0552.HK;CHIN.COMMS.SVS.'H';CN;Emerging;STANDARD
6/18/2012;CL0074;CL0000000423;2518932;LAN.SN;Lan Airlines SA;CL;Emerging;STANDARD
6/18/2012;ID00A5;ID1000106800;6795236;SMGR.JK;Semen Gresik Persero Tbk PT;ID;Emerging;STANDARD
6/18/2012;MY00N7;MYL6033OO004;6703972;PGAS.KL;Petronas Gas BHD;MY;Emerging;STANDARD
6/18/2012;CN1B4F;CNE100000304;6278566;1072.HK;DONGFANG ELECTRIC 'H';CN;Emerging;STANDARD
6/18/2012;CN00ED;CNE1000002V2;6559335;0728.HK;China Telecom Corp Ltd;CN;Emerging;STANDARD
6/18/2012;TW1AOO;KYG6320A1004;B4N97J9;3697.TW;MSTAR SEMICONDUCTOR;TW;Emerging;STANDARD
6/18/2012;MY22ZN;MYL4162OO003;6752349;BATO.KL;BRIT.AMER.TOB.(MALAYSIA);MY;Emerging;STANDARD
6/18/2012;KR01Q2;KR7001740000;B04PZG1;001740.KS;SK Networks;KR;Emerging;STANDARD
6/18/2012;CN8EF0;HK0000083920;B3MPN59;;SUN ART RETAIL GROUP;CN;Emerging;STANDARD
6/18/2012;ZA20Q1;ZAE000145892;B4K90R1;LHCJ.J;LIFE HEALTHCARE GP.HDG.;ZA;Emerging;STANDARD
6/18/2012;626383;HK0000049939;6263830;0762.HK;China Unicom (Hong Kong) Ltd.;CN;Emerging;STANDARD
6/18/2012;KR03YC;KR7012630000;6402428;012630.KS;Hyundai Dvlp;KR;Emerging;STANDARD
6/18/2012;697245;HK0291001490;6972459;0291.HK;China Resources Enterprise Ltd;CN;Emerging;STANDARD
6/18/2012;PH047;HK0817039453;B23TGR6;0817.HK;FRANSHION PROPS.(CHINA);CN;Emerging;STANDARD
6/18/2012;BR02PT;BRDASAACNOR1;B03WBK9;DASA3.SA;DIAGN AMERICA;BR;Emerging;STANDARD
6/18/2012;BR0428;BRMPLUACNOR3;B3PRVV4;MPLU3.SA;Multiplus;BR;Emerging;STANDARD
6/18/2012;B03MYK;TRATHYAO91M5;B03MYK0;THYAO.IS;TURK HAVA YOLLARI;TR;Emerging;STANDARD
6/18/2012;MX01O8;MXP320321310;2242059;FMSAUBD.MX;Fomento Economic;MX;Emerging;STANDARD
6/18/2012;CN1AW6;CNE100000437;B07J656;2727.HK;SHANGHAI ELECTRIC GROUP H;CN;Emerging;STANDARD
6/18/2012;TW00VK;TW0001101004;6869937;1101.TW;Twn Cement;TW;Emerging;STANDARD
6/18/2012;TW04KD;TW0002606001;6911377;2606.TW;U-Ming Marine;TW;Emerging;STANDARD
6/18/2012;MX004N;MXP4987V1378;2380108;TLVACPO.MX;GRUPO TELEVISA;MX;Emerging;STANDARD
6/18/2012;CL0063;CL0000001314;2196015;CAR.SN;Empresas CMPC SA;CL;Emerging;STANDARD
6/18/2012;IN09U8;INE721A01013;6802608;SRTR.NS;Shriram Transprt;IN;Emerging;STANDARD
6/18/2012;KR00T4;KR7004170007;6805049;004170.KS;Shinsegae Co Ltd;KR;Emerging;STANDARD
6/18/2012;617994;HK0883013259;B00G0S5;0883.HK;CNOOC Ltd.;CN;Emerging;STANDARD
6/18/2012;CN0076;CNE1000003X6;B01FLR7;2318.HK;Ping An Insurance Group Co of;CN;Emerging;STANDARD
6/18/2012;CN0OH4;CNE100000221;6208422;0694.HK;BEJ.CAPI.ARPT.'H';CN;Emerging;STANDARD
6/18/2012;TW00MB;TW0002324001;6225744;2324.TW;Compal Electronics Inc;TW;Emerging;STANDARD
6/18/2012;TW008X;TW0002002003;6190950;2002.TW;China Steel Corp;TW;Emerging;STANDARD
6/18/2012;431519;TRAEREGL91G3;B03MS97;EREGL.IS;EREGLI DEMIR CELIK;TR;Emerging;STANDARD
6/18/2012;IN08T6;INE089A01023;6410959;REDY.NS;Dr Reddys Lab;IN;Emerging;STANDARD
6/18/2012;IN07AM;INE742F01042;B28XXH2;APSE.NS;ADANI PORTS SEZ;IN;Emerging;STANDARD
6/18/2012;KR01DP;KR7001040005;6189516;001040.KS;CJ Corp;KR;Emerging;STANDARD
6/18/2012;ZA00JS;ZAE000054045;6041122;ARIJ.J;African Rainbow Minerals Ltd;ZA;Emerging;STANDARD
6/18/2012;ID00ID;ID1000057003;6283979;INDF.JK;Indofood Sukses Makmur Tbk PT;ID;Emerging;STANDARD
6/18/2012;MY00QA;MYL5657OO001;6030409;PRKN.KL;Parkson Holdings Bhd;MY;Emerging;STANDARD
6/18/2012;HK00RS;BMG1368B1028;6181482;1114.HK;BRILLIANCE CHINA AUTV. HDG.;CN;Emerging;STANDARD
6/18/2012;TW060V;TW0003044004;6305721;3044.TW;Tripod Tech;TW;Emerging;STANDARD
6/18/2012;BR0079;BRBBDCACNPR8;B00FM53;BBDC4.SA;BANCO BRADESCO SA - PREF;BR;Emerging;STANDARD
6/18/2012;BR107A;BRBRPRACNOR9;B1FLW42;BRPR3.SA;BR PROPERTIES S.A.;BR;Emerging;STANDARD
6/18/2012;TW007W;TW0001303006;6621580;1303.TW;Nan Ya Plastics Corp;TW;Emerging;STANDARD
6/18/2012;BR03DI;BRGOAUACNPR8;2648862;GOAU4.SA;Metal Gerdau;BR;Emerging;STANDARD
6/18/2012;BR10FI;BRTRPLACNPR1;2440972;TRPL4.SA;TRAN PAULIST;BR;Emerging;STANDARD
6/18/2012;MY00UE;MYL2291OO002;6057680;GENP.KL;Genting Plantations Bhd;MY;Emerging;STANDARD
6/18/2012;TW025W;TW0002015005;6335030;2015.TW;Feng Hsin Iron;TW;Emerging;STANDARD
6/18/2012;KR058O;KR7036460004;6182076;036460.KS;Korea Gas;KR;Emerging;STANDARD
6/18/2012;ID00PK;ID1000108103;B28T1S7;JSMR.JK;Jasa Marga PT;ID;Emerging;STANDARD
6/18/2012;TW009Y;TW0001301000;6348544;1301.TW;Formosa Plastics Corp;TW;Emerging;STANDARD
6/18/2012;CN0032;CNE1000001Z5;B154564;3988.HK;Bank of China Ltd;CN;Emerging;STANDARD
6/18/2012;IN057H;INE158A01026;6327327;HROM.NS;HERO METOCORP;IN;Emerging;STANDARD
6/18/2012;TW03G8;TW0002384005;6139607;2384.TW;Wintek Corp;TW;Emerging;STANDARD
6/18/2012;TW04WP;TW0002707007;6107574;2707.TW;Formosa Hotel;TW;Emerging;STANDARD
6/18/2012;IN08N0;INE134E01011;B1S7225;PWFC.NS;Power Fncs;IN;Emerging;STANDARD
6/18/2012;CL002Z;CLP7847L1080;2196026;COP.SN;Empresas COPEC SA;CL;Emerging;STANDARD
6/18/2012;MY00J3;MYL1066OO009;6244675;RHBC.KL;RHB Capital Bhd;MY;Emerging;STANDARD
6/18/2012;TW1ARR;KYG014081064;B52J816;1590.TW;AIRTAC INTERNATIONAL GP.;TW;Emerging;STANDARD
6/18/2012;CN1IFX;CNE1000012B3;B4Q4CJ6;2607.HK;SHAI.PHARMS.HLDG.'H';CN;Emerging;STANDARD
6/18/2012;KR00S3;KR7033780008;6175076;033780.KS;KT&G Corp;KR;Emerging;STANDARD
6/18/2012;MY00P9;MYL3794OO004;6556518;LMCE.KL;LAFARGE MALAYAN CEMENT;MY;Emerging;STANDARD
